name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
chicago,2019-11-01T00:00:00,-2.5,-7.3,-5.9,77.5,0,0,snow,0.04,0.67,,14.1,248,1022,0,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-11-01T01:00:00,-3,-7.3,-6,80.04,0,0,snow,0.04,0.71,,11.4,239,1022.4,0,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-11-01T02:00:00,-3.5,-8.2,-6.3,81.37,0,0,snow,0.04,0.75,,12.3,237,1022.5,0,14,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-11-01T03:00:00,-4,-8.6,-6.4,83.26,0,0,snow,0.04,0.79,,11.9,237,1023,0,13.6,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-11-01T04:00:00,-3.8,-7.3,-5.9,85.15,0,0,snow,0.04,0.84,,8.2,245,1023.3,0,13.4,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-11-01T05:00:00,-4.2,-7.5,-6.1,86.71,0,0,snow,0.04,0.88,,7.7,206,1023.3,0,13.1,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-11-01T06:00:00,-4.1,-8.8,-5.9,87,0,0,snow,0.04,0.92,,12.1,210,1023.8,0,11.7,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-11-01T07:00:00,-4,-8.6,-5.9,86.89,0,0,snow,0.04,0.96,,11.7,203,1023.8,0,11.7,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-11-01T08:00:00,-3.7,-8.4,-5.3,88.13,0,0,snow,0.04,1,,12.9,190,1024.1,24.2,14,16,0.1,0,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-11-01T09:00:00,-2.3,-7.6,-5.1,81.23,0,0,,0,0,,17.1,215,1024.6,29.4,15.8,315,1.1,3,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-11-01T10:00:00,-0.6,-5,-3.9,78.59,0,0,,0,0,,14.1,209,1024.5,69.5,16,232,0.8,2,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-11-01T11:00:00,1.4,-2.6,-3.5,69.95,0,0,,0,0,,14.4,213,1024.5,78.4,16,389,1.4,4,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-11-01T12:00:00,3,-0.9,-3.4,62.85,0,0,,0,0,,16.3,205,1024.1,73.6,16,426,1.5,4,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-11-01T13:00:00,4.8,0.5,-3.4,55.59,0,0,,0,0,38.9,22.7,200,1022.7,36.3,16,519,1.9,5,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-11-01T14:00:00,6,2.1,-3.4,50.93,0,0,,0,0,45.6,22.9,198,1022.2,85.7,16,360,1.3,4,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-11-01T15:00:00,6.9,3.3,-3.7,46.96,0,0,,0,0,38.9,22,187,1021.4,87.4,16,321,1.2,3,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-11-01T16:00:00,7.4,3.8,-3,47.57,0,0,,0,0,39.5,22.4,199,1021.1,90.7,16,143,0.5,1,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-11-01T17:00:00,6.9,3.1,-2.7,50.61,0,0,,0,0,46.1,23.2,209,1021.3,87.2,16,62,0.2,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
