name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
chicago,2020-11-01T00:00:00,12.2,12.2,4.4,58.88,0,0,,0,0,48.7,28.5,230,1010,92.8,16,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2020-11-01T01:00:00,12.5,12.5,4.2,56.95,0,0,,0,0,46.6,24.9,257,1009.6,86.9,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2020-11-01T01:00:00,12,12,2,50.38,0,0,,0,0,47.8,30.2,291,1010.2,90.7,16,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2020-11-01T02:00:00,10.2,10.2,-1.5,44.01,0,0,,0,0,54.2,33.1,290,1010.8,24.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2020-11-01T03:00:00,7.6,2.6,-4,43.6,0,0,,0,0,71.7,43.4,280,1011.7,18,15.5,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2020-11-01T04:00:00,4.8,-1.3,-5.6,47.08,0,0,,0,0,67.6,44.9,287,1013,18,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2020-11-01T05:00:00,3.4,-2.1,-6.5,48.57,0,0,,0,0,61.2,30.5,287,1014.4,0,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2020-11-01T06:00:00,2.7,-3.3,-6.5,50.61,0,0,,0,0,54,33.8,289,1015.5,24.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2020-11-01T07:00:00,2.3,-3.2,-6,54.45,0,0,,0,0,49.5,27.5,280,1016.5,64.8,16,26,0.1,0,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2020-11-01T08:00:00,2.3,-3.5,-6.4,52.65,0,0,,0,0,53.6,29.8,288,1017.9,90.3,16,67,0.2,1,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2020-11-01T09:00:00,2.8,-2.9,-7.3,47.5,0,0,,0,0,61.3,30.6,304,1019.3,90.3,16,89,0.3,1,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2020-11-01T10:00:00,2.9,-3.6,-9.2,40.65,0,0,,0,0,69.8,42.2,315,1020.6,90.3,16,203,0.7,2,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2020-11-01T11:00:00,3.5,-2.4,-9.7,37.48,0,0,,0,0,65.5,35.2,311,1021.7,90.3,16,262,0.9,3,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
