name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
chicago,2017-03-01T00:00:00,12.6,12.6,11.2,91.09,10.123,100,rain,0,0,32.4,9.8,162,998,65.1,9.2,0,0,0,,"Rain, Partially cloudy",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2017-03-01T01:00:00,11.7,11.7,10.8,94.06,0.486,100,rain,0,0,43.2,7.1,210,997.7,74,13.9,0,0,0,,"Rain, Partially cloudy",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2017-03-01T02:00:00,11.6,11.6,10.2,91.07,0,0,,0,0,39.2,10.1,209,997.4,74.3,13.4,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2017-03-01T03:00:00,10.5,10.5,9.4,92.97,0,0,,0,0,12.2,10.5,167,996.1,96.2,14,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2017-03-01T04:00:00,10,7.8,8.5,90.51,0,0,,0,0,38.9,15.5,269,996.5,76.1,5.5,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2017-03-01T05:00:00,6,3.2,4.6,90.94,0,0,,0,0,35.3,13.7,27,997.8,96.2,1.1,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2017-03-01T06:00:00,5.1,2,3.7,90.83,0,0,,0,0,32.4,14.3,11,997.9,100,2.1,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2017-03-01T07:00:00,4.6,1.8,3.8,94.14,0.032,100,rain,0,0,36,12.1,12,997.7,100,1.9,4.5,0,0,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2017-03-01T08:00:00,5,2.5,3.9,92.55,0,0,,0,0,35.3,10.8,356,997.8,100,1.9,33,0.1,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2017-03-01T09:00:00,5.4,3.3,3.8,89.86,0.232,100,rain,0,0.1,31,9.1,317,998.7,100,2.4,67.3,0.2,1,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2017-03-01T10:00:00,5.5,2.5,3.9,89.92,0.283,100,rain,0,0.3,36,14,276,999.9,97.8,3,120.4,0.4,1,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2017-03-01T11:00:00,5.1,0.4,2.5,82.78,0.305,100,rain,0,0.3,39.8,28,298,1001.6,94,16,109.3,0.4,1,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2017-03-01T12:00:00,5.3,0.8,2,79.12,0,0,,0,0.4,39.3,26.5,295,1002.6,94.7,16,194.7,0.7,2,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
