name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
chicago,2019-04-01T00:00:00,-1.1,-4.5,-8.5,56.82,0,0,,0,0,14.8,10,167,1028.6,0,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-01T01:00:00,-1.3,-5.2,-8.5,57.94,0,0,,0,0,14.8,11.2,178,1028.5,18,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-01T02:00:00,-1.6,-4.6,-8.7,58.46,0,0,,0,0,17.6,8,173,1028.2,6.2,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-01T03:00:00,-2.1,-5,-8.3,62.8,0,0,,0,0,15.1,7.6,173,1027.6,6.2,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-01T04:00:00,-2.2,-5,-8.2,63.37,0,0,,0,0,14,7.3,281,1027.2,6.2,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-01T05:00:00,-2.6,-5.3,-8.3,65.19,0,0,,0,0,13.7,6.8,171,1027.2,18,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-01T06:00:00,-2.6,-5.9,-7.8,67.63,0,0,,0,0,13.7,8.4,182,1027.3,24.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-01T07:00:00,-2.5,-5.5,-7.2,69.92,0,0,,0,0,14.4,7.6,181,1027.6,27.5,16,19,0.1,0,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-01T08:00:00,-1,-4.9,-6.5,66.27,0,0,,0,0,22.3,11.9,199,1028.1,24.2,16,149,0.5,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-01T09:00:00,2,-1.7,-6.6,52.65,0,0,,0,0,26.3,14,214,1028,90.3,16,255,0.9,3,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-01T10:00:00,3.5,-1.4,-7,46.14,0,0,,0,0,29.9,24.7,220,1027.5,91.4,16,352,1.3,4,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-01T11:00:00,5,1,-7.1,41.2,0,0,,0,0,37.4,20.5,208,1027,78.6,16,336,1.2,3,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-01T12:00:00,5.5,1.2,-7.1,39.79,0,0,,0,0,39.4,25,202,1026.2,94,16,250,0.9,3,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-01T13:00:00,7.6,3.5,-5.8,38.11,0,0,,0,0,47.4,29.8,188,1025.2,62,16,431,1.6,4,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-01T14:00:00,8.4,4.2,-4.9,38.88,0,0,,0,0,54.3,33.2,210,1024.2,57.7,16,662,2.4,7,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-01T15:00:00,8.5,4.6,-4.2,40.41,0,0,,0,0,54.7,30.4,197,1023,50.7,16,653,2.4,7,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-01T16:00:00,9,5,-2.9,43.03,0,0,,0,0,53.5,34.5,203,1022,50.7,16,241,0.9,2,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-01T17:00:00,9,5.3,-2.2,45.31,0,0,,0,0,51.1,29.3,202,1021.3,50.7,16,73,0.3,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-01T18:00:00,8.9,5,-1.8,47.06,0,0,,0,0,47.8,32.7,202,1020.8,50.7,16,50,0.2,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-01T19:00:00,8,4.2,-1.7,50.44,0,0,,0,0,49.1,26.5,198,1020.3,50.7,16,24,0.1,0,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-01T20:00:00,7.3,3.8,-1.4,53.94,0,0,,0,0,46.9,22,196,1020.1,50.7,16,1.7,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-01T21:00:00,6.5,2.7,-1.2,57.94,0,0,,0,0,38.7,22.1,205,1020.6,61.3,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-01T22:00:00,6.3,2.5,-1,59.51,0,0,,0,0,37.7,21.8,207,1020.7,85.7,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-01T23:00:00,5.8,1.6,-1.4,59.89,0,0,,0,0,40.2,24.7,209,1020.3,78.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-02T00:00:00,5.9,2,-1.4,59.17,0,0,,0,0,40.7,22.7,202,1019.9,94.7,16,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-02T01:00:00,5.4,1.9,-1.5,60.9,0,0,,0,0,37.1,17.9,217,1019.3,78.3,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-02T02:00:00,4.9,0.9,-1.6,62.46,0,0,,0,0,33.5,20.5,209,1018.8,96.2,16,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-02T03:00:00,4.7,0.8,-1.7,63.12,0,0,,0,0,35.3,19.5,213,1018.3,78.1,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-02T04:00:00,4.2,0.1,-1.7,65.52,0,0,,0,0,37.1,19.9,209,1017.6,65.3,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-02T05:00:00,4,0.1,-1.7,66.41,0,0,,0,0,37.1,17.9,210,1017.3,63.1,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-02T06:00:00,3.6,-0.4,-1.7,68.32,0,0,,0,0,35.6,18,209,1017.3,71.8,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-02T07:00:00,3.6,-0.4,-1.7,68.32,0,0,,0,0,33.5,17.5,209,1017.3,59.4,16,26,0.1,0,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-02T08:00:00,4.4,0.5,-1.8,63.85,0,0,,0,0,37.1,19.3,209,1017.2,54.8,16,92,0.3,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-02T09:00:00,5.8,2.3,-1.7,58.63,0,0,,0,0,40.7,18.2,220,1016.7,50.7,16,312,1.1,3,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-02T10:00:00,8.1,5.4,-1.5,50.49,0,0,,0,0,35.3,17.2,213,1016,50.7,16,364,1.3,4,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-02T11:00:00,10.9,10.9,-1.1,43.36,0,0,,0,0,38.9,25.4,227,1015.4,50.7,16,696,2.5,7,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-02T12:00:00,12.2,12.2,-1.8,37.64,0,0,,0,0,49.4,31,237,1014.6,50.7,16,821,3,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-02T13:00:00,13,13,-2.9,33.08,0,0,,0,0,52.1,33.1,235,1014.1,49,15.8,540,1.9,5,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-02T14:00:00,12.5,12.5,-0.7,40.16,0,0,,0,0,50.6,32.2,222,1013.9,66,14.7,413,1.5,4,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-02T15:00:00,9.9,6.1,1.8,57.06,0,0,,0,0,52.3,35.5,245,1014.3,73.7,14,161,0.6,2,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-02T16:00:00,8.9,5.2,2,61.74,0,0,,0,0,47.7,28.9,259,1014.8,74,13.9,146,0.5,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-02T17:00:00,9.2,5.7,1.4,58.46,0,0,,0,0,48.1,27.8,270,1014.9,91.4,14.7,140,0.5,1,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-02T18:00:00,8.6,4.9,1.2,59.93,0,0,,0,0,46.9,27.6,270,1015.6,70,16,67,0.2,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-02T19:00:00,8,4.4,0.9,60.73,0,0,,0,0,37.1,25.8,249,1015.8,49.5,16,26,0.1,0,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-02T20:00:00,7,3.9,0.3,62.78,0,0,,0,0,29.2,16.9,262,1016.3,24.2,16,5,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-02T21:00:00,6.6,3.8,0.5,65.16,0,0,,0,0,24.8,14.5,254,1017.1,0,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-02T22:00:00,6.1,3.2,0.3,66.59,0,0,,0,0,25.2,14.4,243,1017.3,0,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-02T23:00:00,5.6,2.1,-0.1,66.75,0,0,,0,0,28.1,17.7,245,1017.7,0,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-03T00:00:00,5.2,1.6,-0.3,67.59,0,0,,0,0,31.3,18.5,242,1017.7,0,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-03T01:00:00,5.2,1.3,-0.3,67.41,0,0,,0,0,33.5,20.5,240,1018.1,0,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-03T02:00:00,5.3,1.2,-0.8,64.98,0,0,,0,0,35.3,22,247,1018.8,0,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-03T03:00:00,4.9,0.9,-0.8,66.34,0,0,,0,0,38.2,20.8,258,1019.4,0,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-03T04:00:00,5,1.3,-0.7,66.62,0,0,,0,0,31.7,18.4,269,1020.5,18,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-03T05:00:00,4.7,1.3,-0.7,67.79,0,0,,0,0,34.9,15.7,277,1021.2,24.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-03T06:00:00,3.7,0.7,-1.2,70.12,0,0,,0,0,28.8,12.1,262,1022.2,6.2,16,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-04-03T07:00:00,3.2,0.8,-1.3,72.62,0,0,,0,0,15.1,8.9,254,1023.4,6.2,16,21,0.1,0,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-03T08:00:00,4.7,2.3,-1.2,65.71,0,0,,0,0,16.6,10.1,272,1024.8,24.2,16,173,0.6,2,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-03T09:00:00,6.9,4.4,-3.3,48.23,0,0,,0,0,18.4,12.7,323,1025,24.2,16,399,1.4,4,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-03T10:00:00,8,8,-5,39.3,0,0,,0,0,19.4,1.7,319,1025.6,24.2,16,586,2.1,6,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-03T11:00:00,9.5,9,-6.5,31.69,0,0,,0,0,18.4,5.7,335,1026.1,24.2,16,729,2.6,7,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-03T12:00:00,10.5,10.5,-6.1,30.64,0,0,,0,0,25.9,11.8,242,1026.1,33.1,16,826,3,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-03T13:00:00,12.3,12.3,-6.4,26.57,0,0,,0,0,32.9,14.9,223,1025.3,50.7,16,834,3,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-03T14:00:00,13.6,13.6,-4.7,27.82,0,0,,0,0,41.6,25.4,245,1024.8,54,16,669,2.4,7,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-03T15:00:00,14.7,14.7,-3.6,28.09,0,0,,0,0,39.8,24,272,1024.1,54,16,596,2.1,6,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-03T16:00:00,14.4,14.4,-3.3,29.4,0,0,,0,0,44.9,26.5,257,1024.1,57.1,16,193,0.7,2,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-03T17:00:00,14,14,-2.3,32.41,0,0,,0,0,36.8,22.4,237,1024,61.5,16,140,0.5,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-04-03T18:00:00,13.5,13.5,-1.8,34.78,0,0,,0,0,35.9,17.5,267,1024,58.4,16,78,0.3,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
