name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
chicago,2019-02-01T00:00:00,-16.8,-16.8,-19.9,76.54,0,0,,0,0,,4.2,93,1028.4,74.7,5.6,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-02-01T01:00:00,-16,-20.3,-18.6,80.08,0,0,,0,0,,5.9,100,1027.9,76.1,5.8,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-02-01T02:00:00,-15.4,-21.5,-18.2,79.26,0,0,,0,0,,9.7,78,1027.7,94,7.3,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-02-01T03:00:00,-14.5,-20,-17.3,79.41,0,0,,0,0,,8.5,72,1027.3,100,5.5,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-02-01T04:00:00,-14.5,-20.2,-17,80.81,0.092,100,snow,0,0,,9,54,1027.2,99.3,4.1,0,0,0,,"Snow, Overcast",snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-02-01T05:00:00,-14.3,-20.7,-16.9,80.68,0,0,,0,0,,10.9,70,1027.5,90.9,11.4,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-02-01T06:00:00,-14.2,-18.6,-16.7,81.43,0,0,,0,0,,6.3,55,1027.7,95.6,14,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-02-01T07:00:00,-14,-19.6,-16.7,80.34,0,0,,0,0,,8.9,70,1028.2,90.4,13.6,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2019-02-01T08:00:00,-14.1,-19,-16.2,84.38,0,0,,0,0,,7.3,74,1028.8,86,14,41,0.1,0,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-02-01T09:00:00,-12.3,-12.3,-15.1,79.35,0,0,,0,0,,3.5,94,1029.2,80.5,13.3,155,0.6,2,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-02-01T10:00:00,-10.8,-16.2,-14.3,74.89,0,0,,0,0,,10.1,109,1029,69.9,15.3,323,1.2,3,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-02-01T11:00:00,-10.3,-14.9,-13.9,74.76,0,0,,0,0,,8.2,126,1029.1,69.9,16,487,1.8,5,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-02-01T12:00:00,-8.7,-13.3,-13.3,69.76,0,0,,0,0,,8.9,152,1028.7,33.1,16,497,1.8,5,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-02-01T13:00:00,-7.8,-7.8,-12.2,70.39,0,0,,0,0,,4.4,233,1028.2,36.1,16,428,1.5,4,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-02-01T14:00:00,-7.1,-9.5,-12.2,66.76,0,0,,0,0,,4.9,206,1027.9,33.1,16,328,1.2,3,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
chicago,2019-02-01T15:00:00,-6.6,-10.9,-11.8,66.86,0,0,,0,0,,9,197,1027.6,46.5,16,87,0.3,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
